conversation_id,parent_tweet_id,child_tweet_id,relationship_source,relationship_valid
conv_AppleSupport_739821,739820,739818,both,True
conv_AppleSupport_739821,739821,739820,both,True
conv_AppleSupport_739821,739818,739819,both,True
conv_AppleSupport_739823,739823,739822,both,True
conv_AppleSupport_739825,739825,739824,both,True
conv_AppleSupport_739828,739828,739826,both,True
conv_AppleSupport_739828,739826,739827,both,True
conv_AppleSupport_739828,739827,739829,both,True
conv_AppleSupport_739832,739832,739830,both,True
conv_AppleSupport_739832,739830,739831,both,True
conv_AppleSupport_739832,739831,739833,both,True
conv_AppleSupport_739832,739833,739834,both,True
conv_AppleSupport_739832,739834,739835,both,True
conv_AppleSupport_739832,739835,739836,both,True
conv_AppleSupport_739832,739836,739837,both,True
conv_AppleSupport_739839,739839,739838,both,True
conv_AppleSupport_740088,740088,740086,both,True
conv_AppleSupport_740088,740086,740087,both,True
conv_AppleSupport_740090,740090,740089,both,True
conv_AppleSupport_740092,740092,740091,both,True
conv_AppleSupport_740094,740094,740093,both,True
conv_AppleSupport_740097,740097,740095,both,True
conv_AppleSupport_740097,740095,740096,both,True
conv_AppleSupport_740099,740099,740098,both,True
conv_AppleSupport_740456,740456,740455,both,True
conv_AppleSupport_740458,740458,740457,both,True
conv_AppleSupport_740460,740460,740459,both,True
conv_AppleSupport_740462,740462,740461,both,True
conv_AppleSupport_740466,740466,740464,both,True
conv_AppleSupport_740466,740464,740465,both,True
conv_AppleSupport_740466,740465,740467,both,True
conv_AppleSupport_740469,740469,740468,both,True
conv_AppleSupport_740588,740588,740587,both,True
conv_AppleSupport_740590,740590,740589,both,True
conv_AppleSupport_740592,740592,740591,both,True
conv_AppleSupport_740594,740594,740593,both,True
conv_AppleSupport_740603,740602,740601,both,True
conv_AppleSupport_740603,740603,740602,both,True
conv_AppleSupport_740607,740607,740606,both,True
conv_AppleSupport_740610,740610,740608,both,True
conv_AppleSupport_740610,740608,740609,both,True
conv_AppleSupport_740616,740616,740615,both,True
conv_AppleSupport_740984,740984,740982,both,True
conv_AppleSupport_740984,740982,740983,both,True
conv_AppleSupport_740984,740983,740985,both,True
conv_AppleSupport_740987,740987,740986,both,True
conv_AppleSupport_740990,740990,740988,both,True
conv_AppleSupport_740990,740988,740989,both,True
conv_AppleSupport_740990,740989,740991,both,True
conv_AppleSupport_740990,740991,740992,both,True
conv_AppleSupport_740990,740992,740993,both,True
conv_AppleSupport_740999,740999,740998,both,True
conv_AppleSupport_741001,741001,741000,both,True
conv_AppleSupport_741007,741006,741005,both,True
conv_AppleSupport_741007,741007,741006,both,True
conv_AppleSupport_741011,741009,741008,both,True
conv_AppleSupport_741011,741010,741009,both,True
conv_AppleSupport_741011,741011,741010,both,True
conv_AppleSupport_741015,741015,741013,both,True
conv_AppleSupport_741015,741013,741014,both,True
conv_AppleSupport_741015,741014,741016,both,True
conv_AppleSupport_741018,741018,741017,both,True
conv_AppleSupport_741024,741022,741019,both,True
conv_AppleSupport_741024,741024,741022,both,True
conv_AppleSupport_741024,741019,741020,both,True
conv_AppleSupport_741024,741019,741021,both,True
conv_AppleSupport_741024,741020,741023,both,True
conv_AppleSupport_741024,741024,741025,both,True
conv_AppleSupport_741024,741025,1779167,both,True
conv_AppleSupport_741024,1779167,1779166,both,True
conv_AppleSupport_741028,741028,741026,both,True
conv_AppleSupport_741028,741026,741027,both,True
conv_AppleSupport_741028,741027,741029,both,True
conv_AppleSupport_741028,741029,741030,both,True
conv_AppleSupport_741028,741030,741031,both,True
conv_AppleSupport_741028,741031,741032,both,True
conv_AppleSupport_741035,741035,741033,both,True
conv_AppleSupport_741035,741033,741034,both,True
conv_AppleSupport_741035,741034,741036,both,True
conv_AppleSupport_741035,741036,741037,both,True
conv_AppleSupport_741035,741037,741038,both,True
conv_AppleSupport_741041,741041,741039,both,True
conv_AppleSupport_741041,741039,741040,both,True
conv_AppleSupport_741041,741040,741042,both,True
conv_AppleSupport_741041,741042,741043,both,True
conv_AppleSupport_741041,741043,741044,both,True
conv_AppleSupport_741048,741046,741045,both,True
conv_AppleSupport_741048,741047,741046,both,True
conv_AppleSupport_741048,741048,741047,both,True
conv_AppleSupport_741050,741050,741049,both,True
conv_AppleSupport_741052,741052,741051,both,True
conv_AppleSupport_741054,741054,741053,both,True
conv_AppleSupport_741057,741057,741055,both,True
conv_AppleSupport_741057,741055,741056,both,True
conv_AppleSupport_741057,741056,741058,both,True
conv_AppleSupport_741060,741060,741059,both,True
conv_AppleSupport_741062,741062,741061,both,True
conv_AppleSupport_741115,741115,741114,both,True
conv_AppleSupport_741123,741123,741122,both,True
conv_AppleSupport_741125,741125,741124,both,True
conv_AppleSupport_741128,741128,741126,both,True
conv_AppleSupport_741128,741126,741127,both,True
conv_AppleSupport_741128,741127,741129,both,True
conv_AppleSupport_741640,741638,741637,both,True
conv_AppleSupport_741640,741639,741638,both,True
conv_AppleSupport_741640,741640,741639,both,True
conv_AppleSupport_741643,741643,741641,both,True
conv_AppleSupport_741643,741641,741642,both,True
conv_AppleSupport_741643,741642,741644,both,True
conv_AppleSupport_741643,741644,741645,both,True
conv_AppleSupport_741643,741645,741646,both,True
conv_AppleSupport_741650,741650,741647,both,True
conv_AppleSupport_741650,741647,741648,both,True
conv_AppleSupport_741650,741647,741649,both,True
conv_AppleSupport_741650,741649,741651,both,True
conv_AppleSupport_741653,741653,741652,both,True
conv_AppleSupport_741655,741655,741654,both,True
conv_AppleSupport_741657,741657,741656,both,True
conv_AppleSupport_741659,741659,741658,both,True
conv_AppleSupport_741663,741663,741660,both,True
conv_AppleSupport_741663,741660,741661,both,True
conv_AppleSupport_741663,741660,741662,both,True
conv_AppleSupport_741663,741662,741664,both,True
conv_AppleSupport_741663,741664,741665,both,True
conv_AppleSupport_741663,741665,741666,both,True
conv_AppleSupport_741673,741670,741667,both,True
conv_AppleSupport_741673,741673,741670,both,True
conv_AppleSupport_741673,741667,741668,both,True
conv_AppleSupport_741673,741667,741669,both,True
conv_AppleSupport_741673,741668,741671,both,True
conv_AppleSupport_741673,741669,741672,both,True
conv_AppleSupport_741676,741676,741675,both,True
conv_AppleSupport_741680,741680,741677,both,True
conv_AppleSupport_741680,741677,741678,both,True
conv_AppleSupport_741680,741677,741679,both,True
conv_AppleSupport_741680,741678,741681,both,True
conv_AppleSupport_741683,741683,741682,both,True
conv_AppleSupport_741757,741757,741756,both,True
conv_AppleSupport_741760,741760,741758,both,True
conv_AppleSupport_741760,741758,741759,both,True
conv_AppleSupport_741760,741759,741761,both,True
conv_AppleSupport_741760,741761,741762,both,True
conv_AppleSupport_741760,741762,741763,both,True
conv_AppleSupport_742280,742280,742278,both,True
conv_AppleSupport_742280,742278,742279,both,True
conv_AppleSupport_742280,742279,742281,both,True
conv_AppleSupport_742283,742283,742282,both,True
conv_AppleSupport_742292,742292,742290,both,True
conv_AppleSupport_742292,742290,742291,both,True
conv_AppleSupport_742292,742291,742293,both,True
conv_AppleSupport_742292,742291,742294,both,True
conv_AppleSupport_742292,742293,742295,both,True
conv_AppleSupport_742292,742295,742296,both,True
conv_AppleSupport_742298,742298,742297,both,True
conv_AppleSupport_742507,742507,742506,both,True
conv_AppleSupport_742509,742509,742508,both,True
conv_AppleSupport_742511,742511,742510,both,True
conv_AppleSupport_742513,742513,742512,both,True
conv_AppleSupport_742516,742516,742514,both,True
conv_AppleSupport_742516,742514,742515,both,True
conv_AppleSupport_742516,742515,742517,both,True
conv_AppleSupport_742516,742517,742518,both,True
conv_AppleSupport_742516,742517,742519,both,True
conv_AppleSupport_742516,742518,742520,both,True
conv_AppleSupport_742528,742525,742523,both,True
conv_AppleSupport_742528,742527,742525,both,True
conv_AppleSupport_742528,742523,742524,both,True
conv_AppleSupport_742528,742528,742527,both,True
conv_AppleSupport_742528,742524,742526,both,True
conv_AppleSupport_742531,742531,742529,both,True
conv_AppleSupport_742531,742529,742530,both,True
conv_AppleSupport_742531,742530,742532,both,True
conv_AppleSupport_742531,742532,742533,both,True
conv_AppleSupport_742531,742533,742534,both,True
conv_AppleSupport_742536,742536,742535,both,True
conv_AppleSupport_742538,742538,742537,both,True
conv_AppleSupport_742540,742540,742539,both,True
conv_AppleSupport_742543,742542,742541,both,True
conv_AppleSupport_742543,742543,742542,both,True
conv_AppleSupport_742545,742545,742544,both,True
conv_AppleSupport_742547,742547,742546,both,True
conv_AppleSupport_742990,742990,742989,both,True
conv_AppleSupport_742992,742992,742991,both,True
conv_AppleSupport_742994,742994,742993,both,True
conv_AppleSupport_742997,742997,742995,both,True
conv_AppleSupport_742997,742995,742996,both,True
conv_AppleSupport_742997,742997,742998,both,True
conv_AppleSupport_742997,742998,848104,both,True
conv_AppleSupport_743392,743392,743391,both,True
conv_AppleSupport_743394,743394,743393,both,True
conv_AppleSupport_743396,743396,743395,both,True
conv_AppleSupport_743399,743399,743397,both,True
conv_AppleSupport_743399,743397,743398,both,True
conv_AppleSupport_743399,743398,743400,both,True
conv_AppleSupport_743403,743403,743401,both,True
conv_AppleSupport_743403,743401,743402,both,True
conv_AppleSupport_743405,743405,743404,both,True
conv_AppleSupport_743409,743407,743406,both,True
conv_AppleSupport_743409,743408,743407,both,True
conv_AppleSupport_743409,743409,743408,both,True
conv_AppleSupport_743411,743411,743410,both,True
conv_AppleSupport_743413,743413,743412,both,True
conv_AppleSupport_743417,743415,743414,both,True
conv_AppleSupport_743417,743416,743415,both,True
conv_AppleSupport_743417,743417,743416,both,True
conv_AppleSupport_743420,743420,743418,both,True
conv_AppleSupport_743420,743418,743419,both,True
conv_AppleSupport_743420,743419,743421,both,True
conv_AppleSupport_743424,743424,743422,both,True
conv_AppleSupport_743424,743422,743423,both,True
conv_AppleSupport_743424,743423,743425,both,True
conv_AppleSupport_743427,743427,743426,both,True
conv_AppleSupport_743429,743429,743428,both,True
conv_AppleSupport_743432,743432,743430,both,True
conv_AppleSupport_743432,743430,743431,both,True
conv_AppleSupport_743432,743431,743433,both,True
conv_AppleSupport_743432,743433,743434,both,True
conv_AppleSupport_743432,743434,743435,both,True
conv_AppleSupport_743432,743435,743436,both,True
conv_AppleSupport_743440,743439,743437,both,True
conv_AppleSupport_743440,743440,743439,both,True
conv_AppleSupport_743440,743437,743438,both,True
conv_AppleSupport_743448,743443,743441,both,True
conv_AppleSupport_743448,743447,743443,both,True
conv_AppleSupport_743448,743441,743442,both,True
conv_AppleSupport_743448,743448,743447,both,True
conv_AppleSupport_743448,743442,743444,both,True
conv_AppleSupport_743448,743444,743445,both,True
conv_AppleSupport_743448,743445,743446,both,True
conv_AppleSupport_743450,743450,743449,both,True
conv_AppleSupport_743457,743454,743452,both,True
conv_AppleSupport_743457,743456,743454,both,True
conv_AppleSupport_743457,743452,743453,both,True
conv_AppleSupport_743457,743457,743456,both,True
conv_AppleSupport_743457,743453,743455,both,True
conv_AppleSupport_743461,743459,743458,both,True
conv_AppleSupport_743461,743460,743459,both,True
conv_AppleSupport_743461,743461,743460,both,True
conv_AppleSupport_743463,743463,743462,both,True
conv_AppleSupport_743466,743466,743464,both,True
conv_AppleSupport_743466,743464,743465,both,True
conv_AppleSupport_743466,743465,743467,both,True
conv_AppleSupport_743466,743467,743468,both,True
conv_AppleSupport_743466,743468,743469,both,True
conv_AppleSupport_743477,743472,743470,both,True
conv_AppleSupport_743477,743476,743472,both,True
conv_AppleSupport_743477,743470,743471,both,True
conv_AppleSupport_743477,743477,743476,both,True
conv_AppleSupport_743477,743471,743473,both,True
conv_AppleSupport_743477,743473,743474,both,True
conv_AppleSupport_743477,743474,743475,both,True
conv_AppleSupport_743481,743479,743478,both,True
conv_AppleSupport_743481,743480,743479,both,True
conv_AppleSupport_743481,743481,743480,both,True
conv_AppleSupport_743485,743485,743482,both,True
conv_AppleSupport_743485,743482,743483,both,True
conv_AppleSupport_743485,743482,743484,both,True
conv_AppleSupport_743489,743487,743486,both,True
conv_AppleSupport_743489,743488,743487,both,True
conv_AppleSupport_743489,743489,743488,both,True
conv_AppleSupport_743491,743491,743490,both,True
conv_AppleSupport_743495,743495,743493,both,True
conv_AppleSupport_743495,743493,743494,both,True
conv_AppleSupport_743497,743497,743496,both,True
conv_AppleSupport_743500,743500,743499,both,True
conv_AppleSupport_743806,743806,743804,both,True
conv_AppleSupport_743806,743804,743805,both,True
conv_AppleSupport_743806,743805,743807,both,True
conv_AppleSupport_743809,743809,743808,both,True
conv_AppleSupport_743825,743825,743824,both,True
conv_AppleSupport_744242,744242,744241,both,True
conv_AppleSupport_744248,744245,744243,both,True
conv_AppleSupport_744248,744247,744245,both,True
conv_AppleSupport_744248,744243,744244,both,True
conv_AppleSupport_744248,744248,744247,both,True
conv_AppleSupport_744248,744244,744246,both,True
conv_AppleSupport_744252,744250,744249,both,True
conv_AppleSupport_744252,744251,744250,both,True
conv_AppleSupport_744252,744252,744251,both,True
conv_AppleSupport_744254,744254,744253,both,True
conv_AppleSupport_744256,744256,744255,both,True
conv_AppleSupport_744260,744260,744258,both,True
conv_AppleSupport_744260,744258,744259,both,True
conv_AppleSupport_744260,744259,744261,both,True
conv_AppleSupport_744260,744261,744262,both,True
conv_AppleSupport_744264,744264,744263,both,True
conv_AppleSupport_744268,744266,744265,both,True
conv_AppleSupport_744268,744267,744266,both,True
conv_AppleSupport_744268,744268,744267,both,True
conv_AppleSupport_744270,744270,744269,both,True
conv_AppleSupport_744273,744273,744271,both,True
conv_AppleSupport_744273,744271,744272,both,True
conv_AppleSupport_744275,744275,744274,both,True
conv_AppleSupport_744278,744278,744276,both,True
conv_AppleSupport_744278,744276,744277,both,True
conv_AppleSupport_744278,744277,744279,both,True
conv_AppleSupport_744281,744281,744280,both,True
conv_AppleSupport_744284,744284,744282,both,True
conv_AppleSupport_744284,744282,744283,both,True
conv_AppleSupport_744284,744283,744285,both,True
conv_AppleSupport_744287,744287,744286,both,True
conv_AppleSupport_744289,744289,744288,both,True
conv_AppleSupport_744294,744294,744293,both,True
conv_AppleSupport_744296,744296,744295,both,True
conv_AppleSupport_744305,744305,744304,both,True
conv_AppleSupport_744309,744309,744307,both,True
conv_AppleSupport_744309,744307,744308,both,True
conv_AppleSupport_744309,744308,744310,both,True
conv_AppleSupport_744327,744317,744316,both,True
conv_AppleSupport_744327,744319,744317,both,True
conv_AppleSupport_744327,744320,744319,both,True
conv_AppleSupport_744327,744321,744320,both,True
conv_AppleSupport_744327,744322,744321,both,True
conv_AppleSupport_744327,744324,744322,both,True
conv_AppleSupport_744327,744326,744324,both,True
conv_AppleSupport_744327,744327,744326,both,True
conv_AppleSupport_744455,744455,744453,both,True
conv_AppleSupport_744455,744453,744454,both,True
conv_AppleSupport_744455,744454,744456,both,True
conv_AppleSupport_744458,744458,744457,both,True
conv_AppleSupport_744460,744460,744459,both,True
conv_AppleSupport_745119,745119,745117,both,True
conv_AppleSupport_745119,745117,745118,both,True
conv_AppleSupport_745119,745118,745120,both,True
conv_AppleSupport_745119,745120,745121,both,True
conv_AppleSupport_745119,745121,745122,both,True
conv_AppleSupport_745125,745125,745123,both,True
conv_AppleSupport_745125,745123,745124,both,True
conv_AppleSupport_745125,745124,745126,both,True
conv_AppleSupport_745128,745128,745127,both,True
conv_AppleSupport_745130,745130,745129,both,True
conv_AppleSupport_745133,745132,745131,both,True
conv_AppleSupport_745133,745133,745132,both,True
conv_AppleSupport_745137,745137,745135,both,True
conv_AppleSupport_745137,745135,745136,both,True
conv_AppleSupport_745137,745136,745138,both,True
conv_AppleSupport_745140,745140,745139,both,True
conv_AppleSupport_745293,745293,745292,both,True
conv_AppleSupport_745304,745304,745303,both,True
conv_AppleSupport_745330,745330,745329,both,True
conv_AppleSupport_745818,745818,745817,both,True
conv_AppleSupport_745820,745820,745819,both,True
conv_AppleSupport_745823,745823,745821,both,True
conv_AppleSupport_745823,745821,745822,both,True
conv_AppleSupport_745823,745822,745824,both,True
conv_AppleSupport_746048,746048,746047,both,True
conv_AppleSupport_746051,746051,746049,both,True
conv_AppleSupport_746051,746049,746050,both,True
conv_AppleSupport_746051,746050,746052,both,True
conv_AppleSupport_746051,746052,746053,both,True
conv_AppleSupport_746051,746053,746054,both,True
conv_AppleSupport_746051,746054,746055,both,True
conv_AppleSupport_746059,746057,746056,both,True
conv_AppleSupport_746059,746058,746057,both,True
conv_AppleSupport_746059,746059,746058,both,True
conv_AppleSupport_746061,746061,746060,both,True
conv_AppleSupport_746064,746063,746062,both,True
conv_AppleSupport_746064,746064,746063,both,True
conv_AppleSupport_746070,746066,746065,both,True
conv_AppleSupport_746070,746067,746066,both,True
conv_AppleSupport_746070,746068,746067,both,True
conv_AppleSupport_746070,746069,746068,both,True
conv_AppleSupport_746070,746070,746069,both,True
conv_AppleSupport_746369,746369,746368,both,True
conv_AppleSupport_746371,746371,746370,both,True
conv_AppleSupport_746851,746850,746849,both,True
conv_AppleSupport_746851,746851,746850,both,True
conv_AppleSupport_746855,746855,746852,both,True
conv_AppleSupport_746855,746852,746853,both,True
conv_AppleSupport_746855,746852,746854,both,True
conv_AppleSupport_746855,746853,746856,both,True
conv_AppleSupport_746859,746859,746857,both,True
conv_AppleSupport_746859,746857,746858,both,True
conv_AppleSupport_746859,746858,746860,both,True
conv_AppleSupport_746866,746866,746864,both,True
conv_AppleSupport_746866,746864,746865,both,True
conv_AppleSupport_746866,746865,746867,both,True
conv_AppleSupport_746873,746870,746868,both,True
conv_AppleSupport_746873,746872,746870,both,True
conv_AppleSupport_746873,746868,746869,both,True
conv_AppleSupport_746873,746873,746872,both,True
conv_AppleSupport_746873,746869,746871,both,True
conv_AppleSupport_746876,746876,746874,both,True
conv_AppleSupport_746876,746874,746875,both,True
conv_AppleSupport_746876,746875,746877,both,True
conv_AppleSupport_746876,746877,746878,both,True
conv_AppleSupport_746876,746878,746879,both,True
conv_AppleSupport_746876,746879,746880,both,True
conv_AppleSupport_746882,746882,746881,both,True
conv_AppleSupport_746884,746884,746883,both,True
conv_AppleSupport_746887,746887,746885,both,True
conv_AppleSupport_746887,746885,746886,both,True
conv_AppleSupport_746887,746886,746888,both,True
conv_AppleSupport_746890,746890,746889,both,True
conv_AppleSupport_746892,746892,746891,both,True
conv_AppleSupport_746898,746895,746893,both,True
conv_AppleSupport_746898,746897,746895,both,True
conv_AppleSupport_746898,746893,746894,both,True
conv_AppleSupport_746898,746898,746897,both,True
conv_AppleSupport_746898,746894,746896,both,True
conv_AppleSupport_746995,746994,746993,both,True
conv_AppleSupport_746995,746995,746994,both,True
conv_AppleSupport_746997,746997,746996,both,True
conv_AppleSupport_747001,747001,746999,both,True
conv_AppleSupport_747001,746999,747000,both,True
conv_AppleSupport_747003,747003,747002,both,True
conv_AppleSupport_747613,747613,747611,both,True
conv_AppleSupport_747613,747611,747612,both,True
conv_AppleSupport_747613,747612,747614,both,True
conv_AppleSupport_747632,747632,747631,both,True
conv_AppleSupport_747642,747642,747641,both,True
conv_AppleSupport_747772,747769,747768,both,True
conv_AppleSupport_747772,747770,747769,both,True
conv_AppleSupport_747772,747772,747770,both,True
conv_AppleSupport_747772,747770,747771,both,True
conv_AppleSupport_747775,747775,747773,both,True
conv_AppleSupport_747775,747773,747774,both,True
conv_AppleSupport_747775,747774,747776,both,True
conv_AppleSupport_747779,747778,747777,both,True
conv_AppleSupport_747779,747779,747778,both,True
conv_AppleSupport_747784,747783,747782,both,True
conv_AppleSupport_747784,747784,747783,both,True
conv_AppleSupport_747787,747786,747785,both,True
conv_AppleSupport_747787,747787,747786,both,True
conv_AppleSupport_747787,747787,747788,both,True
conv_AppleSupport_747787,747788,1803204,both,True
conv_AppleSupport_747790,747790,747789,both,True
conv_AppleSupport_747795,747792,747791,both,True
conv_AppleSupport_747795,747793,747792,both,True
conv_AppleSupport_747795,747794,747793,both,True
conv_AppleSupport_747795,747795,747794,both,True
conv_AppleSupport_747797,747797,747796,both,True
conv_AppleSupport_747799,747799,747798,both,True
conv_AppleSupport_747803,747803,747801,both,True
conv_AppleSupport_747803,747801,747802,both,True
conv_AppleSupport_747806,747806,747804,both,True
conv_AppleSupport_747806,747804,747805,both,True
conv_AppleSupport_747806,747805,747807,both,True
conv_AppleSupport_747806,747807,747808,both,True
conv_AppleSupport_747806,747808,747809,both,True
conv_AppleSupport_747811,747811,747810,both,True
conv_AppleSupport_747814,747814,747812,both,True
conv_AppleSupport_747814,747812,747813,both,True
conv_AppleSupport_747814,747813,747815,both,True
conv_AppleSupport_747818,747818,747816,both,True
conv_AppleSupport_747818,747816,747817,both,True
conv_AppleSupport_747818,747817,747819,both,True
conv_AppleSupport_748160,748160,748159,both,True
conv_AppleSupport_748163,748163,748161,both,True
conv_AppleSupport_748163,748161,748162,both,True
conv_AppleSupport_748165,748165,748164,both,True
conv_AppleSupport_748179,748179,748178,both,True
conv_AppleSupport_748561,748561,748560,both,True
conv_AppleSupport_748563,748563,748562,both,True
conv_AppleSupport_748565,748565,748564,both,True
conv_AppleSupport_748819,748814,748813,both,True
conv_AppleSupport_748819,748815,748814,both,True
conv_AppleSupport_748819,748817,748815,both,True
conv_AppleSupport_748819,748818,748817,both,True
conv_AppleSupport_748819,748815,748816,both,True
conv_AppleSupport_748819,748819,748818,both,True
conv_AppleSupport_748821,748821,748820,both,True
conv_AppleSupport_748824,748824,748822,both,True
conv_AppleSupport_748824,748822,748823,both,True
conv_AppleSupport_748824,748823,748825,both,True
conv_AppleSupport_748827,748827,748826,both,True
conv_AppleSupport_748833,748831,748828,both,True
conv_AppleSupport_748833,748832,748831,both,True
conv_AppleSupport_748833,748828,748829,both,True
conv_AppleSupport_748833,748828,748830,both,True
conv_AppleSupport_748833,748833,748832,both,True
conv_AppleSupport_748835,748835,748834,both,True
conv_AppleSupport_748838,748838,748836,both,True
conv_AppleSupport_748838,748836,748837,both,True
conv_AppleSupport_748838,748837,748839,both,True
conv_AppleSupport_748843,748841,748840,both,True
conv_AppleSupport_748843,748842,748841,both,True
conv_AppleSupport_748843,748843,748842,both,True
conv_AppleSupport_749557,749557,749555,both,True
conv_AppleSupport_749557,749555,749556,both,True
conv_AppleSupport_749557,749556,749558,both,True
conv_AppleSupport_749751,749749,749748,both,True
conv_AppleSupport_749751,749750,749749,both,True
conv_AppleSupport_749751,749751,749750,both,True
conv_AppleSupport_749754,749754,749752,both,True
conv_AppleSupport_749754,749752,749753,both,True
conv_AppleSupport_749754,749753,749755,both,True
conv_AppleSupport_749754,749755,749756,both,True
conv_AppleSupport_749754,749756,749757,both,True
conv_AppleSupport_749759,749759,749758,both,True
conv_AppleSupport_749762,749762,749760,both,True
conv_AppleSupport_749762,749760,749761,both,True
conv_AppleSupport_749762,749761,749763,both,True
conv_AppleSupport_749768,749768,749764,both,True
conv_AppleSupport_749768,749764,749765,both,True
conv_AppleSupport_749768,749764,749766,both,True
conv_AppleSupport_749768,749764,749767,both,True
conv_AppleSupport_749768,749766,749769,both,True
conv_AppleSupport_749773,749771,749770,both,True
conv_AppleSupport_749773,749772,749771,both,True
conv_AppleSupport_749773,749773,749772,both,True
conv_AppleSupport_749775,749775,749774,both,True
conv_AppleSupport_749778,749778,749776,both,True
conv_AppleSupport_749778,749776,749777,both,True
conv_AppleSupport_749778,749777,749779,both,True
conv_AppleSupport_749782,749782,749780,both,True
conv_AppleSupport_749782,749780,749781,both,True
conv_AppleSupport_749782,749781,749783,both,True
conv_AppleSupport_749782,749783,749784,both,True
conv_AppleSupport_749782,749784,749785,both,True
conv_AppleSupport_749782,749785,749786,both,True
conv_AppleSupport_749788,749788,749787,both,True
conv_AppleSupport_749791,749791,749789,both,True
conv_AppleSupport_749791,749789,749790,both,True
conv_AppleSupport_749791,749790,749792,both,True
conv_AppleSupport_749794,749794,749793,both,True
conv_AppleSupport_749797,749797,749795,both,True
conv_AppleSupport_749797,749795,749796,both,True
conv_AppleSupport_749797,749796,749798,both,True
conv_AppleSupport_749797,749798,749799,both,True
conv_AppleSupport_749797,749799,749800,both,True
conv_AppleSupport_749797,749800,749801,both,True
conv_AppleSupport_749797,749801,749802,both,True
conv_AppleSupport_749804,749804,749803,both,True
conv_AppleSupport_749806,749806,749805,both,True
conv_AppleSupport_749808,749808,749807,both,True
conv_AppleSupport_749983,749983,749982,both,True
conv_AppleSupport_749985,749985,749984,both,True
conv_AppleSupport_749987,749987,749986,both,True
conv_AppleSupport_749990,749990,749988,both,True
conv_AppleSupport_749990,749988,749989,both,True
conv_AppleSupport_749990,749989,749991,both,True
conv_AppleSupport_749996,749996,749993,both,True
conv_AppleSupport_749996,749993,749994,both,True
conv_AppleSupport_749996,749993,749995,both,True
conv_AppleSupport_749996,749994,749997,both,True
conv_AppleSupport_750007,750000,749998,both,True
conv_AppleSupport_750007,750006,750000,both,True
conv_AppleSupport_750007,749998,749999,both,True
conv_AppleSupport_750007,750007,750006,both,True
conv_AppleSupport_750007,749999,750001,both,True
conv_AppleSupport_750007,750001,750002,both,True
conv_AppleSupport_750007,750002,750003,both,True
conv_AppleSupport_750007,750003,750004,both,True
conv_AppleSupport_750007,750004,750005,both,True
conv_AppleSupport_750009,750009,750008,both,True
conv_AppleSupport_750014,750011,750010,both,True
conv_AppleSupport_750014,750012,750011,both,True
conv_AppleSupport_750014,750013,750012,both,True
conv_AppleSupport_750014,750014,750013,both,True
conv_AppleSupport_750016,750016,750015,both,True
conv_AppleSupport_750018,750018,750017,both,True
conv_AppleSupport_750020,750020,750019,both,True
conv_AppleSupport_750029,750022,750021,both,True
conv_AppleSupport_750029,750024,750022,both,True
conv_AppleSupport_750029,750026,750024,both,True
conv_AppleSupport_750029,750027,750026,both,True
conv_AppleSupport_750029,750028,750027,both,True
conv_AppleSupport_750029,750029,750028,both,True
conv_AppleSupport_750031,750031,750030,both,True
conv_AppleSupport_750033,750033,750032,both,True
conv_AppleSupport_750039,750039,750037,both,True
conv_AppleSupport_750039,750037,750038,both,True
conv_AppleSupport_750039,750038,750040,both,True
conv_AppleSupport_750043,750042,750041,both,True
conv_AppleSupport_750043,750043,750042,both,True
conv_AppleSupport_750046,750045,750044,both,True
conv_AppleSupport_750046,750046,750045,both,True
conv_AppleSupport_750048,750048,750047,both,True
conv_AppleSupport_750054,750051,750050,both,True
conv_AppleSupport_750054,750052,750051,both,True
conv_AppleSupport_750054,750054,750052,both,True
conv_AppleSupport_750054,750052,750053,both,True
conv_AppleSupport_750067,750067,750066,both,True
conv_AppleSupport_750082,750082,750080,both,True
conv_AppleSupport_750082,750080,750081,both,True
conv_AppleSupport_750082,750081,750083,both,True
conv_AppleSupport_750082,750083,750084,both,True
conv_AppleSupport_750082,750084,750085,both,True
conv_AppleSupport_750151,750149,750148,both,True
conv_AppleSupport_750151,750150,750149,both,True
conv_AppleSupport_750151,750151,750150,both,True
conv_AppleSupport_750705,750705,750704,both,True
conv_AppleSupport_751218,751218,751217,both,True
conv_AppleSupport_751232,751232,751231,both,True
conv_AppleSupport_751632,751631,751630,both,True
conv_AppleSupport_751632,751632,751631,both,True
conv_AppleSupport_751635,751635,751633,both,True
conv_AppleSupport_751635,751633,751634,both,True
conv_AppleSupport_751637,751637,751636,both,True
conv_AppleSupport_751639,751639,751638,both,True
conv_AppleSupport_751641,751641,751640,both,True
conv_AppleSupport_751643,751643,751642,both,True
conv_AppleSupport_751646,751645,751644,both,True
conv_AppleSupport_751646,751646,751645,both,True
conv_AppleSupport_751646,751646,751647,both,True
conv_AppleSupport_751727,751727,751726,both,True
conv_AppleSupport_751729,751729,751728,both,True
conv_AppleSupport_751735,751732,751730,both,True
conv_AppleSupport_751735,751734,751732,both,True
conv_AppleSupport_751735,751730,751731,both,True
conv_AppleSupport_751735,751735,751734,both,True
conv_AppleSupport_751735,751731,751733,both,True
conv_AppleSupport_751738,751738,751736,both,True
conv_AppleSupport_751738,751736,751737,both,True
conv_AppleSupport_751738,751737,751739,both,True
